Clave ,Descripci—n ,L’nea ,Unidad de entrada ,Fecha de œltima compra ,Fecha de œltima venta ,Existencias 
TONB310M,TONER BROTHER TN-310M MAGENTA,HB  C,PIEZA,26/06/17,13/09/17,0
TONB310Y,TONER BROTHER TN-310Y AMARILLO,HB  C,PIEZA,24/10/17,28/11/17,0
TONB315B,TONER BROTHER TN-315 BK A/R,HB  C,PIEZA,29/09/15,05/10/15,0
TONB315C,TONER BROTHER TN315 INTK NG,HC  G,PIEZA,13/06/14,13/06/14,0
TONB336B,TONER BROTHER NEGRO TN-336BK,HB  C,Pieza,04/12/17,05/01/18,0
TONB336C,TONER BROTHER CIAN TN-336C,HB  C,Pieza,28/11/17,05/01/18,0
TONB336M,TONER BROTHER MAGENTA TN-336M,HB  C,Pieza,28/11/17,05/01/18,0
TONB336Y,TONER BROTHER AMARILLO TN-336Y,HB  C,Pieza,28/11/17,09/01/18,0
TONB350,TAMBOR BROTHER DR350 P/7420/2820,HI  C,PIEZA,03/12/14,08/07/15,0
TONB350C,TAMBOR DR-35O GENERICO INTK,HC  G,PIEZA,16/07/13,,0
TONB420,TONER BROTHER TN-420 P/MFC-7360,HB  C,PIEZA,02/02/18,08/02/18,2
TONB420C,TONER GENERICO INTK TN420,HC  G,PIEZA,13/06/13,17/12/12,0
TONB420D,DR-420 TAMBOR BROTHER,HI  C,PIEZA,29/01/18,02/02/18,1
TONB450,TONER BROTHER TN-450,HB  C,PIEZA,20/03/18,20/03/18,2
TONB450C,TONER GENERICO TN-450 INTK,HC  G,PIEZA,01/10/15,17/04/15,0
TONB620,TAMBOR BROTHER DR-620,HI  C,PIEZA,11/01/18,17/01/18,1
TONB620A,DR620C DRUM  BROTHER COMPATIBLE INTK,HC  G,PIEZA,10/06/14,,0
TONB630,TAMBOR BROHTER DR-630,HI  C,PIEZA,14/02/18,05/04/18,2
TONB780,TONER BROTHER TN780 HL6180,HB  C,PIEZA,25/05/15,08/06/15,0
TONB850,TONER BROTHER TN-850  HLL5100DN,HB  C,Pieza,04/04/18,04/04/18,2
TONBDR520,TAMBOR BROTHER DR-520,HI  C,PIEZA,08/06/15,19/02/10,1
TONBDR720,DR-720 TAMBOR BROTHER,HB  C,PIEZA,23/10/17,04/10/17,1
TONBNT620,TONER BROTHER TN-620 B/R P/8480,HB  C,PIEZA,01/03/18,07/03/18,0
TONBNT650,TONER BROTHER TN-650 A/R P/8480,HB  C,PIEZA,09/01/18,11/01/18,0
TONBNT650A,TONER COMPAT KERPEN TN-650,KRPN,PIEZA,10/01/18,13/01/18,1
TONBNT720,TONER BROTHER TN720 MFC8950,HB  C,PIEZA,30/08/17,06/09/17,0
TONBNT750,TONER BROTHER TN-750 MFC8950DW,HB  C,PIEZA,21/03/18,24/03/18,0
TONBNT8,TONER BROTHER TN-560,HB  C,PIEZA,22/03/10,23/03/10,0
TONBNT9,TONER TN-540 BROTHER,HB  C,PIEZA,25/05/16,23/05/16,0
TONBR221B,TONER BROTHER TN221BK NEGRO,HB  C,PIEZA,21/04/15,09/05/15,0
TONBR221C,TONER BROTHER TN221C CYAN STD,HB  C,PIEZA,24/06/14,06/10/14,0
TONBR221M,TONER BROTHER TN221M MAGENTA,HB  C,PIEZA,24/06/14,06/10/14,0
TONBR221Y,TONER BROTHER TN221Y AMARLLO,HB  C,PIEZA,01/07/15,02/07/15,0
TONBR420,TAMBOR BROTHER DR420 HL 2240D,HB  C,PIEZA,16/01/18,18/01/18,0
TONBR420C,TAMBOR COMPAT KERPEN DR-420,KRPN,PIEZA,25/05/17,28/08/17,0
TONBR450C,TAMBOR GENERICO DR-420  INTK,HC  G,PIEZA,04/11/15,09/09/15,0
TONBR61,CART BROTHER LC61BK NEGRO MFC6490,HA  C,PIEZA,11/01/16,19/02/10,1
TONBR630,TONER BROTHER TN630 STD,HB  C,PIEZA,30/10/17,01/11/17,0
TONBR660,TONER BROTHER TN660 A/R HLL2360DW,HB  C,Pieza,04/04/18,03/04/18,3
TONBT350C,TONER BROTHER TN-350 GENERICO INTK,HC  G,PIEZA,04/12/14,08/12/14,0
TONBTN1,TAMBOR  BROTHER DR 250 TAMBOR S800,HI  C,PIEZA,21/07/17,22/07/17,0
TONBTN10,TONER BROTHER PC501 P/575,HB  C,PIEZA,01/12/14,01/12/14,0
TONBTN2,TON BROTHER TN 200 HL LASER,HB  C,PIEZA,23/06/08,10/11/06,0
TONBTN2.,TN-250 TON BROTHER P/DCP 1000/4800,HB  C,PIEZA,03/05/17,03/05/17,1
TONBTN2A,TONER GENERICO TN250C INTK,HC  G,PIEZA,08/07/13,19/02/10,3
TONBTN3,TONER BROTHER TN-330 P/HL2140-2170,HB  C,PIEZA,17/11/16,19/01/18,2
TONBTN3G,TONER COMPAT KERPEN TN-330,KRPN,PIEZA,28/10/15,28/10/15,0
TONBTN410,TONER BROTHER TN410 LASER ORIGINAL,HB  C,PIEZA,12/03/18,16/03/18,0
TONBTN410C,TONER INTERKEY GENERICO BR TN410,HC  G,PIEZA,13/11/17,14/11/17,0
TONBTN5,TONER BROTHER TN-360 2140,HB  C,PIEZA,08/03/17,06/10/17,1
TONBTN5.,TAMBOR BROTHER DR-360,HI  C,PIEZA,14/02/18,14/02/18,0
TONBTN50,TON-BROTHER TN-460 BRTHER,HB  C,PIEZA,28/03/11,19/02/10,1
TONBTN5A,TONER GENERICO INTK TN-360,HC  G,PIEZA,22/01/15,06/02/15,0
TONBTN5C,TAMBOR DR-360C INK GENERICO,HC  G,PIEZA,28/01/15,10/02/15,0
TONBTN5C.1,TN360 TAMBOR KAIZEN DRUM,HC  G,PIEZA,06/05/16,11/05/16,0
TONBTN6,TN-350 TON-BROTHER 7420/2820/7220/HL2040,HB  C,PIEZA,08/02/18,08/02/18,0
TONBTN61,TONER BROTHER TN-110 NG HL4000/MCF9000,HB  C,PIEZA,29/04/16,30/04/16,0
TONBTN62,TONER BROTHER TN-110C CIAN HL4000,HB  C,PIEZA,15/10/12,16/10/12,0
TONBTN620G,TONER COMPAT KERPEN TN-620,KRPN,PIEZA,06/03/17,21/03/17,0
TONBTN63,TONER BROTHER TN-110M MAGENTA HL4000,HB  C,PIEZA,15/10/12,16/10/12,0
TONBTN64,TONER BROTHER TN-110Y AMARILLO,HB  C,PIEZA,15/10/12,16/10/12,0
TONBTN7,TN-550 TON BROTHER HL5240 HL5250DN,HB  C,PIEZA,20/03/18,02/04/18,0
TONBTN71,GENERICO INTK TN650/620 /580/550,HC  G,PIEZA,09/12/15,06/12/17,1
TONBTN8,TON-BROTHER TN 570 EQPO 8440 6500 COPS,HB  C,PIEZA,14/01/15,14/01/15,0
TONBTN81,TONER BROTHER TN-580,HB  C,PIEZA,22/03/17,27/03/17,1
TONBTN9,TAMBOR DR-510 BROTHER,HI  C,PIEZA,25/10/12,25/10/12,0
TONCA119,TONER CANON 119,HB  C,PIEZA,16/03/18,21/03/18,0
TONCA119A,TONER CANON 119 II AR P/MF5950/60 NG,HB  C,PIEZA,02/02/18,03/02/18,0
TONCA120,TONER CANON 120 D1120 D1150,HB  C,PIEZA,12/03/18,13/03/18,0
TONCA131,TONER CANON 131 MAGENTA,HB  C,Pieza,13/01/16,14/01/16,0
TONCA131N,TONER CANON 131 NEG.,HB  C,PIEZA,20/04/16,12/05/16,0
TONCA16,TONER CANON GPR-16 LASER NG,HB  C,PIEZA,02/09/17,06/09/17,0
TONCA25,TONER CANON X-25 P/5550/3110/5730,HB  C,PIEZA,28/02/15,11/06/15,0
TONCAD283,TONER CADTONER HP CF283A REMANOFACTURADO,CADT,Pieza,15/07/16,14/03/17,0
TONCAD285,"TONER CADTONER CE285,435,436 REMANOFACTU",CADT,Pieza,08/03/18,14/03/18,0
TONCAD505,TONER CADTONER CE505A REMANUFACTURADO,CADT,Pieza,09/02/16,23/03/17,0
TONCAN1,TONER CANON GPR-28 NEGRO,HB  C,PIEZA,17/06/13,18/06/13,0
TONCAN10,TONER CANON GPR15/16 COMP CEXV11/12,HB  C,PIEZA,18/02/16,19/02/16,0
TONCAN12,TON-CANON 104 P/4150  Y 4350,HB  C,PIEZA,16/01/17,19/02/10,1
TONCAN13,TONER GENERICO INTK CANON CRG-104,HC  G,PIEZA,12/01/18,18/01/18,1
TONCAN4,TONER GPR-28 CANON AMARILLO,HB  C,PIEZA,07/06/16,31/05/16,0
TONCAN40,TONER CANON E-40,HB  C,PIEZA,04/11/14,06/11/14,0
TONCAN5,"TONER CANON S35 P/D340,320.",HB  C,PIEZA,05/12/13,09/12/13,0
TONCAN5A,TOCAN CANON S-35 COMPATIBLE,HC  G,PIEZA,12/11/12,16/02/11,0
TONCAN5C,TONER CANON S35C GENERICO INTK,HC  G,PIEZA,15/08/0201,19/02/10,1
TONCE410X,TONER HP NEGRO P/LJPROM451 CE410X (305X),HB  C,PIEZA,04/09/17,05/09/17,0
TOND116L,TONER COMPAT KERPEN MLTD-116L,KRPN,Pieza,27/07/17,08/06/17,0
TONDE1815,TONER DELL 1815 C INTK Generico,HC  G,PIEZA,15/06/16,16/06/16,0
TONDEL1,TONER DELL 5200/5300 COMPATIBLE,HC  G,PIEZA,24/06/14,24/06/14,0
TONDEL17,TONER DELL 1700 COMPATIBLE INTK,HC  G,Pieza,04/06/14,19/02/10,1
TONEP16,TONER EPSON 50166 P/EPL6200 GEN,HB  C,PIEZA,07/07/11,17/08/12,0
TONEP18,TONER EPSON NG. 50167 EPL 6200-L,HB  C,PIEZA,30/06/14,01/07/14,0
TONEP61,TONER EPSON T636100 STYLUS NG 7900,HB  C,PIEZA,01/08/15,04/08/15,0
TONEP63,T636200 TINTA EPSON CYAN STYLUS PRO 7900,HB  C,PIEZA,31/07/15,31/07/15,0
TONH27X,TON-HP C4127X Laser JET 4000,HB  C,PIEZA,17/11/11,09/07/15,0
TONHP00.,TONER HP NG Q6000A P/2600N,HB  C,PIEZA,30/08/17,06/09/17,1
TONHP00B,TONER HP Q6000 COMPATIBLE,HC  G,PIEZA,04/03/16,17/03/16,0
TONHP01.,TONER HP CYAN Q6001A P/2600N,HB  C,PIEZA,30/08/17,06/09/17,0
TONHP01B,TONER GENERICO INTK Q6001A CIAN,HC  G,PIEZA,16/02/17,19/02/10,0
TONHP01C,TONER COMPAT KERPEN 6001A,KRPN,PIEZA,27/01/15,29/01/15,0
TONHP02.,TONER HP AMAR Q6002A P/2600N,HB  C,PIEZA,30/08/17,06/09/17,1
TONHP02B,TONER GENERICO INTK  Q6002C  AMARILLO,HC  G,PIEZA,24/04/14,25/04/14,0
TONHP02C,TONER COMPAT KERPEN 6002A,KRPN,PIEZA,29/01/15,29/01/15,1
TONHP03,TONER HP 3903 A  5Py6P LASER JET,HB  C,PIEZA,19/08/13,19/08/13,0
TONHP03.,TONER HP Q6003A MAGEN P/2600N,HB  C,PIEZA,05/09/17,06/09/17,0
TONHP03B,TONER GENERICO INTK  Q6003C MAGENTA,HC  G,PIEZA,24/04/14,25/04/14,0
TONHP03C,TONER COMPAT KERPEN 6003A,KRPN,PIEZA,29/01/15,08/07/15,0
TONHP05A,TONER HP NEG,HB  C,PIEZA,14/08/09,17/08/09,0
TONHP06,TON HP 3906 A 5L 6L LASER JET,HB  C,PIEZA,20/05/10,06/07/11,0
TONHP06A,TONER COMPATIBLE  HP C3906 INTK,HC  G,PIEZA,10/10/13,29/10/09,0
TONHP09,TON HP 3909 A NEGRO HP 5SI LASER,HB  C,PIEZA,06/09/08,19/02/10,1
TONHP10,TON HP Q2610A NG LASER 2300,HB  C,PIEZA,07/04/14,08/04/14,0
TONHP11,TON  HP Q6511A P/2420,HB  C,PIEZA,23/07/15,24/07/15,0
TONHP12,TONER HP Q2612A IMP/1015/1018/3050 LASER,HB  C,PIEZA,09/03/18,05/04/18,5
TONHP12A,TONER GENERICO INTK Q2612A,HC  G,PIEZA,13/03/17,19/04/17,0
TONHP12B,TONER COMPAT KERPEN Q2612A,KRPN,PIEZA,11/05/17,18/05/17,0
TONHP12D,TONER HP Q2612AD LASER DUO  P/2,HB  C,PIEZA,10/02/14,12/02/14,0
TONHP12X,TONER HP Q2612X COMPATIBLE,HC  G,PIEZA,23/03/12,23/03/12,0
TONHP13,TONER HP Q2613A IMP 1300,HB  C,PIEZA,09/04/15,19/02/10,1
TONHP130A,TONER HP 130A CYAN,HB  C,PIEZA,13/04/16,19/02/10,1
TONHP130AB,TONER HP 130A / CF350A BLACK (NG),HB  C,PIEZA,27/05/16,14/06/16,0
TONHP130AM,TONER HP130A MAGENTA,HB  C,PIEZA,13/04/16,19/02/10,1
TONHP131X,TONER HP 131X NEGRO (CF210X),HB  C,Pieza,04/09/17,05/09/17,0
TONHP13A,TONER HP Q2613X COMPATIBLE 1300 /1300N,HC  G,PIEZA,09/05/14,13/05/14,0
TONHP13C,TONER GENERICO INTK #13A (Q2613A),HC  G,PIEZA,18/07/13,06/06/12,0
TONHP13K,TONER COMPAT KERPEN 13A (Q2613A),KRPN,Pieza,06/11/14,07/11/14,0
TONHP13XK,TONER HP Q2613X INTK COMPATIBLE,HC  G,PIEZA,05/01/15,26/01/15,0
TONHP16,TONER HP 7516A LASERJE 5200,HB  C,PIEZA,23/04/15,24/04/15,0
TONHP17A,TONER HP NEGRO (17A) CF217A,HB  C,Pieza,02/04/18,02/04/18,2
TONHP210,TONER HP F210A NEGRO,HB  C,PIEZA,21/04/16,19/02/10,1
TONHP210AK,TONER HP 131A (CF210A) NG,HB  C,PIEZA,02/03/18,06/03/18,0
TONHP211,TONER CF211A HP CYAN,HB  C,PIEZA,05/03/18,12/03/18,0
TONHP212,TONER CF212A HP AMARILLO,HB  C,PIEZA,12/03/18,14/03/18,0
TONHP213,TONER CF213A HP MAGENTA,HB  C,PIEZA,12/03/18,14/03/18,0
TONHP214A,TONER HP CF214A NEGRO,HB  C,PIEZA,09/03/16,10/03/16,0
TONHP22,TONER HP C9722A 4600 AMARILLO,HB  C,PIEZA,20/02/12,21/02/12,0
TONHP226A,TONER HP CF226A NEGRO,HB  C,PIEZA,23/03/18,24/03/18,2
TONHP226X,TONER HP CF226X  NEGRO,HB  C,PIEZA,31/01/18,31/01/18,0
TONHP23,TONER HP C9723A 4600 MAGENTA,HB  C,PIEZA,19/07/12,20/07/12,0
TONHP230A,TONER HP CF230A / 30A NEGRO,HB  C,PIEZA,12/03/18,20/03/18,0
TONHP232,TAMBOR HP CF232A NEGRO,HI  C,PIEZA,02/03/18,06/03/18,0
TONHP24,TONER HP Q2624A LASER JET 1150 NG,HB  C,PIEZA,21/01/16,27/01/16,0
TONHP24C,TONER COMPAT KERPEN 2624A,KRPN,PIEZA,01/07/15,17/10/17,1
TONHP24D,TONER HP 2624AC INTK COMPATIBLE,HC  G,PIEZA,26/01/15,26/01/15,0
TONHP25X,TONER HP LASERJET CE255XL P3015 NG,HB  C,PIEZA,15/02/18,16/02/18,0
TONHP2612XCAD,CART DE TONER Q2612X CAD TONER,CADT,PIEZA,10/06/16,,0
TONHP27,TON HP 4127A LASERJET 2000/4050N,HB  C,PIEZA,24/03/11,22/03/12,0
TONHP278,TONER GENERICO INTK 278A,HC  G,PIEZA,08/04/15,28/04/15,0
TONHP27X,TONER HP C4127X COMPATIBLE,HC  G,PIEZA,09/09/14,23/10/12,0
TONHP27XC,TON-HP INTK C4127XC L HP4000-4051 ALT C,HC  G,PIEZA,09/09/14,10/09/14,0
TONHP280A,TON HP CF280A NG P /400 M401,HB  C,Pieza,26/10/17,01/11/17,0
TONHP280X,TONER HP C280X P-LJPRO 400 M/401,HB  C,PIEZA,30/08/17,06/09/17,0
TONHP283K,****NO USAR****GO KEPEN CF283A,KRPN,Pieza,24/11/14,,0
TONHP29,TONER HP4129X COMPATIBLE,HC  G,PIEZA,20/09/13,11/09/13,0
TONHP30,TONER HP C9730A  NG LASER JET 5500,HB  C,PIEZA,29/03/12,30/03/12,0
TONHP31,TONER HP C9731A CYAN LASER JET 5500,HB  C,PIEZA,23/12/11,04/01/12,0
TONHP310,TONER HP NEG  CP1025 (126) CE310A,HB  C,PIEZA,16/03/18,20/03/18,1
TONHP311,TONER HP CYAN CP1025 (126) CE311A,HB  C,PIEZA,16/03/18,20/03/18,1
TONHP312,TONER HP AMA CP1025 (126) CE312A,HB  C,PIEZA,16/03/18,20/03/18,2
TONHP313,TONER HP MAG CP1025 (126) CE313A,HB  C,PIEZA,22/03/18,22/03/18,1
TONHP314A,CE314A TAMBOR HP LASER JET PRO CP1020,HB  C,Pieza,08/02/18,12/02/18,0
TONHP320C,TONER COMPAT KERPEN 320A,KRPN,PIEZA,17/06/16,19/02/10,1
TONHP321C,TONER COMPAT KERPEN CE321A,KRPN,PIEZA,17/06/16,19/02/10,1
TONHP322C,TONER COMPAT KERPEN CE322A,KRPN,PIEZA,17/06/16,19/02/10,1
TONHP323C,TONER COMPAT KERPEN CE323A,KRPN,PIEZA,17/06/16,19/02/10,1
TONHP32A,TONER HP C532A COLOR CP2025 YELLOW,HB  C,PIEZA,15/03/18,17/03/18,0
TONHP33,TONER HP C9733A MAGENTA LASER 5500,HB  C,PIEZA,12/09/12,14/09/12,0
TONHP33A,TONER HP C533A COLOR CP2025 MAGENTA,HB  C,PIEZA,30/01/18,02/02/18,0
TONHP33B,...NO USAR HP C532A YELLOW CP2025,HB  C,PIEZA,08/10/15,09/10/15,0
TONHP33C,TONER HP C531A CYAN CP2025,HB  C,PIEZA,15/03/18,17/03/18,0
TONHP33D,TONER HP C530A NEGRO CP2025,HB  C,PIEZA,30/01/18,02/02/18,0
TONHP33E,TONER HP CE505A NEG P/LJ P2035/P2055,HB  C,PIEZA,13/07/17,25/05/17,1
TONHP33F,TONER GENERICO INTK CE505A,HC  G,PIEZA,18/01/18,24/01/18,0
TONHP33G,TONER HP CE505X  2055 NG,HB  C,PIEZA,04/06/14,26/06/14,0
TONHP33H,TONER HP 505X NG COMPATIBLE,HC  G,PIEZA,30/10/14,24/03/18,0
TONHP33K,TONER COMPATIBLE KAIZEN CE505A,HC  G,PIEZA,07/11/17,26/10/17,0
TONHP35,TONER HP CB435A NG LASER JET P1005/P1006,HB  C,PIEZA,21/03/18,21/03/18,4
TONHP35A,TONER GENERICO INTK CB435A /CB436,HC  G,PIEZA,11/10/17,12/10/17,0
TONHP35D,TONER HP 435A LASER JET  DUO P1005/06,HB  C,PIEZA,24/07/17,28/07/17,0
TONHP36,TONER HP CB436A HP LJ P1505 NG,HB  C,PIEZA,14/03/18,29/01/18,4
TONHP36A,TONER COMPAT KERPEN CB436A,KRPN,PIEZA,13/09/17,15/09/17,3
TONHP36D,TONER HP CB436D LJ P1505 NG,HB  C,Pieza,04/01/18,05/01/18,1
TONHP37,TONER HP CB540A NG P/1215/1515,HB  C,PIEZA,06/02/18,07/02/18,2
TONHP37.,TONER HP CB541 CYAN P/1215/1515,HB  C,PIEZA,06/02/18,07/02/18,0
TONHP37A,TONER HP CB542A AMARILLO 1215/1515,HB  C,PIEZA,06/02/18,07/02/18,0
TONHP37B,TONER HP CB543A MAGENTA 1215/1515,HB  C,PIEZA,06/02/18,07/02/18,0
TONHP38,TONER HP Q1338A LASER 4200,HB  C,PIEZA,20/01/16,20/01/16,0
TONHP38A,TONER COMPAT KERPEN Q1338A,KRPN,PIEZA,02/12/16,19/02/10,3
TONHP38K,TONER HP Q1338AC COMPATIBE INTK,HC  G,PIEZA,09/02/16,18/02/16,0
TONHP390,TONER HP NG LASEJET P2015 (CE390A),HB  C,PIEZA,30/08/17,15/06/17,1
TONHP390G,TONER COMPAT KERPEN CE390AC,KRPN,PIEZA,24/04/17,26/04/17,0
TONHP390K,TONER COMPAT KERPEN CE390X,KRPN,PIEZA,18/04/17,03/05/17,0
TONHP390XC,TONER GENERICO INTK NEGRO (CE390X),HC  G,PIEZA,05/01/16,13/10/14,0
TONHP410,TONER HP CF410A NG,HB  C,Pieza,15/01/18,16/01/18,0
TONHP411,TONER HP CF410A/ CF411A CYAN,HB  C,PIEZA,15/01/18,16/01/18,0
TONHP418X,TONER HP LASERJET 8100/8150 (82X),HB  C,PIEZA,11/11/11,12/11/11,0
TONHP42,TONER HP 5942A P/4250/4350 NG,HB  C,PIEZA,20/04/16,22/04/16,0
TONHP42A,TONER HP INTK Q5942A COMPATIBLE,PESPE,PIEZA,18/11/16,19/02/10,1
TONHP42C,TONER HP 5942A COMPATIBLE KPN,KRPN,PIEZA,02/12/16,19/02/10,3
TONHP42X,TONER HP Q5942X LASER JET 4250 A/R,HB  C,PIEZA,10/07/12,11/07/12,0
TONHP42XC,TONER GENERICO Q5942XC INTK  4250/4350,HC  G,PIEZA,06/03/14,10/03/14,0
TONHP49,TON-HP 4149A NG LASERJET 8500,HB  C,PIEZA,12/01/17,19/02/10,1
"TONHP49,",TONER HP 5949 X  P/LASER JET 1320  MULTI,HB  C,PIEZA,17/09/15,14/04/16,0
TONHP49.,TONER HP 5949 A  P/LASER JET 1320 - 1160,HB  C,PIEZA,05/09/17,06/09/17,0
TONHP49A,TONER COMPAT KERPEN Q5949A,KRPN,PIEZA,06/03/17,03/10/17,0
TONHP49K,TONER COMPATIBLE KAIZEN Q5949A,HC  G,PIEZA,,,0
TONHP51A,TONER HP 7551A P/3005,HB  C,PIEZA,24/09/14,19/02/10,2
TONHP51C,TONER COMPAT KERPEN C7551A,HC  G,PIEZA,24/08/0201,19/02/10,1
TONHP51X,TONER HP Q7551X LASERJET 3005,HB  C,PIEZA,11/11/11,19/02/10,1
TONHP53A,TONER HP Q7553A NG P2015 LASER JET,PESPE,PIEZA,21/08/17,07/09/17,2
TONHP53AC,COMPATIBLE INK Q7553A P/2015,HC  G,PIEZA,08/02/16,16/06/16,0
TONHP53B,TONER COMPAT KERPEN Q7553A,KRPN,PIEZA,12/06/17,24/07/17,1
TONHP53X,TONER HP Q7553X P/2015 A/R,HB  C,PIEZA,23/07/15,24/07/15,0
TONHP540L,TONER GENERICO INTK  540A NEG,HC  G,PIEZA,10/08/15,11/08/15,0
TONHP541L,TONER GENERICO INTK  541A CYAN,HC  G,PIEZA,15/05/14,16/05/14,0
TONHP542L,TONER GENERICO INTK 542A AMAR,HC  G,PIEZA,15/05/14,16/05/14,0
TONHP543L,TONER GENERICO  INTK 543A MAGENTA,HC  G,PIEZA,15/05/14,16/05/14,0
TONHP55,TONER HP LASERJET CE255A P3015 NG,HB  C,PIEZA,23/02/18,24/02/18,0
TONHP55A,TONER COMPAT KERPEN CE255A,KRPN,PIEZA,18/07/16,17/08/17,0
TONHP55C,TONER GENERICO INTK CE255A,HC  G,PIEZA,20/03/13,21/03/13,0
TONHP55XD,TONER HP LASERJET CE255XD DUAL P3015 NG,HB  C,PAQ C/2,04/04/18,06/03/18,2
TONHP55XG,TONER GENERICO INTK CE255X,HC  G,PIEZA,29/11/13,03/12/13,0
TONHP56,TAMBOR HP Q3964A P/2550,HI  C,PIEZA,04/06/14,20/11/14,0
TONHP57,TONER HP Q3963 MAGENTA P/2550L,HB  C,PIEZA,23/08/12,24/08/12,0
TONHP58,TONER HP Q3962 AMARILLO P/2550L,HB  C,PIEZA,23/08/12,24/08/12,0
TONHP59,TONER HP Q3961 CYAN P/2550L,HB  C,PIEZA,23/08/12,24/08/12,0
TONHP60,TONER HP Q3960 A NEGRO P/2550L,HB  C,PIEZA,05/11/13,19/02/10,1
TONHP64,"TONER HP CC364A LASERJET NG P4014,4015X",HB  C,PIEZA,30/08/17,06/09/17,1
TONHP64C,TONER H LASERJET CC364AC GEN  KPN,KRPN,PIEZA,16/02/17,31/01/18,0
TONHP64M,(Q6463A) HP Color LaserJet 4730 MFP Mage,HB  C,PIEZA,,19/02/10,1
TONHP64X,TONER HP LASER NG A/R CC364X,HB  C,Pieza,05/05/14,06/05/14,0
TONHP651B,TONER HP 651A NGRO (CE340A),HB  C,PIEZA,08/03/18,09/03/18,0
TONHP651C,TONER HP 651A CYAN (CE341A),HB  C,PIEZA,07/03/18,09/03/18,0
TONHP651M,TONER HP 651A MAG (CE343A),HB  C,PIEZA,07/03/18,09/03/18,0
TONHP651Y,TONER HP 651A AMA (CE342A),HB  C,PIEZA,09/03/18,09/03/18,0
TONHP70,TON HP Q6470A NG LASERJET3600 3800,HB  C,PIEZA,27/04/10,10/04/15,0
TONHP70A,TONER HP Q2670A LASERJET NG 3700,HB  C,PIEZA,24/04/15,25/04/15,0
TONHP71,TON HP Q3971A CYAN 2500,HB  C,PIEZA,15/12/14,19/02/10,1
TONHP71A,TONER HP 6471A LASER JET 3600 CYAN,HB  C,PIEZA,16/12/14,16/12/14,0
TONHP71B,TONER HP 2671A LASERJET 3500 CYAN,HB  C,PIEZA,24/04/15,25/04/15,0
TONHP72A,TONER HP Q2672A AMARILLO LASER JET,HB  C,PIEZA,24/04/15,25/04/15,0
TONHP73,TONER HP Q3973A MAGENTA P/2550,HB  C,PIEZA,10/02/11,19/02/10,1
TONHP73A,TON HP Q2673A LASER MAGENTA 3500,HB  C,PIEZA,24/04/15,25/04/15,0
TONHP74,TON-HP 92274 A 4L Y 4ML,HB  C,PIEZA,12/11/07,19/02/10,1
TONHP78,TONER HP CE278A P/1566/P1606DN,HB  C,PIEZA,12/03/18,12/03/18,5
TONHP78D,TONER HP 278A DUAL P/1566/1606 NG,HB  C,PIEZA,25/01/18,26/01/18,0
TONHP79A,TONER HP CF279A NEGRO,HB  C,PIEZA,22/03/18,22/03/18,3
TONHP83,TONER HP 283A NEGRO,HB  C,PIEZA,16/02/18,19/02/18,6
TONHP83C,TONER COMPAT KERPEN CF283A,KRPN,PIEZA,19/02/18,22/02/18,0
TONHP83X,TONER HP 83X NG (CF283X) P/M201 MFPM225,HB  C,PIEZA,02/02/16,03/02/16,0
TONHP85,TONER HP CE285A 1102/1102W,HB  C,PIEZA,04/04/18,04/04/18,7
TONHP85A,TONER GENERICO INTK CE-285-A,HC  G,PIEZA,25/08/14,15/10/14,0
TONHP85D,TONER HP 285A DUAL PACK P/1102,HB  C,PIEZA,22/12/17,22/12/17,0
TONHP87A,TONER HP #87A NEGRO HTCF287A,HB  C,PIEZA,25/05/16,31/05/16,0
TONHP87X,TONER HP 87X NEGRO CF287X  A/RENDIMTO,HB  C,Pieza,25/11/17,28/11/17,0
TONHP87XD,TONER HP 87X NEGRO DUAL CF287XD,HB  C,Pieza,15/01/18,16/01/18,0
TONHP92,TON-HP C4092 A  1100 P/IMP. DES-JET,HB  C,PIEZA,31/10/13,19/02/10,1
TONHP92.,TONER COMPAT KERPEN 4092A,KRPN,PIEZA,23/05/14,23/05/14,0
TONHP95A,          FOTOCO C4195A  HP LASER JET,HB  C,PIEZA,27/09/06,,0
TONHP96,TON-HP 4096  A 2000/2100 LASER,HB  C,PIEZA,23/02/16,19/02/10,1
TONHP974,TINTA HP 974X PAGEWIDE NEGRO L0S08AL,HB  C,Pieza,05/03/18,06/03/18,0
TONHP974C,TINTA HP 974X PAGEWIDE CYAN L0R99AL,HB  C,PIEZA,06/03/18,06/03/18,0
TONHP974M,TINTA HP 974X PAGEWIDE MAG L0S02AL,HB  C,PIEZA,05/03/18,06/03/18,0
TONHP974Y,TINTA HP 974X PAGEWIDE AMA LS05AL,HB  C,PIEZA,05/03/18,06/03/18,0
TONIK132,TONER INTERKEY TK-132 FS-1300D,HC  G,Pieza,07/02/17,19/02/10,0
TONIK172,TONER COMPATIBLE FS-137 TK-172 INTERKEY,HC  G,Pieza,30/08/17,31/08/17,0
TONIK342,TONER COMPATIBLE TK-342 INTERKEY,HC  G,Pieza,06/03/17,21/03/17,0
TONIK390,TONER INTERKEY 390A CE390A,HC  G,Pieza,24/02/17,19/02/10,0
TONIK570,TONER GEN. INTERKEY (TN570-560),HC  G,PIEZA,15/07/16,19/02/10,1
TONIK750,TONER COMPATIBLE TN-750 INTERKEY,HC  G,PIEZA,06/04/17,17/04/17,0
