Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
TELE1080,"TV LG LED 32"" SMART FULL HD 1920X1080",MC  A,PIEZA,07/07/17,12/07/17,0," $6,121.96 "
TELEF220,TEL MOD 220 ALAMBRICO C/MANOS LIBRES,KN  F,PIEZA,15/07/13,25/09/12,0, $439.67 
TELES824,KXTES824 CENTRAL MULTILINEA,,PIEZA,,,0, $-   
TELESC01,TELESCOPIO PLASTICO,U   F,PIEZA,30/05/12,,0, $8.40 
TELEV01,"21FJ4A TELEVISOR LG 21"" PLANA",MD  A,PIEZA,03/05/12,04/05/12,0," $1,835.55 "
TELEVTS1,"TELEVISION TOSHIBA 32"" LED DIRECT 1080P",MD  A,PIEZA,06/12/14,,0," $5,250.81 "
TELGX1610,TELEFONO GXP1610/1615 1 LIN 3 FUNC 3 VIA,KN  F,PIEZA,06/09/17,30/09/17,0, $851.64 
TELIN210C,KX-TGC210MEB TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,10/09/15,11/11/15,0, $748.50 
TELIN210N,TELEF PA KXTGD210N INALAMB DIGIT NEGRO,KP  F,PIEZA,07/07/15,29/10/15,0, $758.55 
TELIN212,TELEF PA KX-TGC212 INALAMBRICO EXPANDIBL,KP  F,Pieza,09/03/15,17/07/15,0," $1,252.26 "
TELP110,KXTGB-110 TELEFONO INALAMB. ID  LLAMADAS,KP  F,PIEZA,28/03/17,29/09/17,1, $701.17 
TELP113MEB,KXTGB-113 MEB TELEFONO INALAMB ID 2 AUDI,KP  F,PIEZA,19/10/17,19/10/17,0," $1,671.00 "
TELP1712,KX-TG1712 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,27/01/18,06/06/18,1," $1,671.00 "
TELP223N,KX-TGD223N TELEF PANASONIC INAL 3AUR-CNT,KP  F,PIEZA,16/01/15,21/01/15,0," $2,006.36 "
TELP4221,KX-TG4221 TELEF PANASONIC INALAM DIGITAL,KP  F,PIEZA,17/02/14,18/02/14,0," $1,107.32 "
TELP4222,KX-TG4222 TELEF PANASONIC INALAMB C/2AUR,KP  F,PIEZA,07/07/15,17/09/14,0," $1,660.96 "
TELP4272,KX-TG4272 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,27/01/18,15/03/18,0," $2,339.85 "
TELP520,TELEFONO KXTS-520 ALAMBRICO BCO,KN  F,PIEZA,28/10/13,22/08/14,0, $288.58 
TELP550,KX-TS550W TELEF PANASONIC UNILIN MEMO BC,KN  F,PIEZA,07/09/17,01/11/17,0, $422.49 
TELP550B,KX-TS550 TELEF PANASONIC ALAMB 13 MEM NG,KN  F,PIEZA,07/06/17,10/06/17,0, $422.49 
TELP6511,KXTG-6511 TEL INAL 6.0 IDET LLAMADAS,KP  F,PIEZA,04/06/14,06/08/14,0, $945.39 
TELP6591,KXTG-6591 TELEFONO PANA INALAMBR,KP  F,PIEZA,24/04/14,18/06/14,0," $1,418.31 "
TELP7731,TEL KXTG-7731 INALAMBRICO C/CONTEST,KN  F,PIEZA,30/04/14,30/04/14,0," $1,603.56 "
TELP840,KX-TS840B TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,22/03/18,22/03/18,1, $988.50 
TELP880,KX-TS880 TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,11/04/15,13/04/15,0," $1,125.36 "
TELPA11N,KX-TSC11N TELEF PANASONIC  UNILINEA,KN  F,PIEZA,21/03/13,,0, $628.50 
TELPA13A,KXTG-4612 TEL INALAM 5.8 1+1 BUNDLE,KP  F,PIEZA,18/08/11,19/08/11,0," $1,297.50 "
TELPA14,TELEFONO CT14 INALAMBRICO C/DIADEMA 1.9,KP  F,PIEZA,15/05/17,17/05/17,0," $3,223.64 "
TELPA15,TEL KXTG-6411 INALAMBRICO 5.8 GZ BASICO,KP  F,PIEZA,17/08/10,17/08/10,0, $914.82 
TELPA17,KXTG1711 TEL INAL 6.0 PANT ILUM,KP  F,PIEZA,27/01/18,31/05/18,3," $1,002.15 "
TELPA30,KXT7630 TEL MULTIMEDIA DIG 24 ECL PANT 3,KN  F,PIEZA,20/02/13,,0," $3,549.00 "
TELPA321,KXDT321 TEL PANAS DIGIT 8TECLAS,KN  F,PIEZA,28/06/14,30/06/14,0," $1,996.37 "
TELPA333,KXDT333 TELEF PANAS PROP 24 TECLAS C/PAN,KN  F,PIEZA,28/06/14,30/06/14,0," $3,549.32 "
TELPA4011,KX-TG4011 TELEF PANASONIC INAL MANOS LIB,KP  F,PIEZA,25/02/13,05/10/12,0, $708.39 
TELPA4012,KXTG-4012 TEL INAL MANOS LIBRES,KP  F,PIEZA,21/03/13,22/02/14,0," $1,185.00 "
TELPA4021,KX-TG4021 TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,15/10/13,15/01/14,0, $973.77 
TELPA4111,KX-TG4111 TELEF PANASONIC INAL DIG 6.0,KP  F,PIEZA,12/03/18,25/05/18,1," $1,336.58 "
TELPA4112,KX-TG4112 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,19/06/17,23/11/17,0," $2,116.90 "
TELPA6512,KXTG-6512 TEL PANSONIC INALABRICO,KP  F,PIEZA,04/07/13,,0," $1,217.52 "
TELPA6821,KX-TG6821 TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,26/09/17,16/11/17,0," $2,339.85 "
TELPA7703x,KX-TT7703x TELEF UNILINEA PANASONIC  BCO,KN  F,PIEZA,24/03/17,13/06/17,0, $429.06 
TELPA7705,KX-T7705X TELEF PANASONIC UNILINEA,KN  F,PIEZA,28/06/17,05/07/17,1, $975.48 
TELPA7732,PAKXTG7732 TEL. INAL. C/CONT. C/2 AUR.,KP  F,PIEZA,01/06/16,29/01/18,0," $2,111.48 "
TELPAKXTS5000N,KX-TS500 TELEF PANASONIC ALAMBRICO NG,KN  F,Pieza,07/11/17,14/11/17,1, $389.04 
TEMESC01,ESCR TEMPO CUBIERTA CRISTAL TEMPLADO,MICH,PIEZA,,14/03/18,1," $4,899.00 "
TERMO01,TERMOMETRO 5WX81,U   F,PIEZA,21/05/14,22/05/14,0, $719.94 
TERMO02,TERMO 5GAL,ER  E,PIEZA,25/02/15,06/03/15,0, $481.55 
THP410A,TONER HP LASERJET 305A  NEGRO (CE410A),HB  C,PIEZA,29/08/17,28/08/17,0," $1,897.49 "
THP411A,TONER HP LASERJET 305A CYAN (CE411A),HB  C,PIEZA,29/08/17,28/08/17,0," $2,703.27 "
THP412A,TONER HP LASERJET 305A AMARILLO (CE412A),HB  C,PIEZA,29/08/17,10/02/18,0," $2,703.27 "
THP413A,TONER HP LASERJET 305A MAGENTA (CE413A),HB  C,PIEZA,29/08/17,10/02/18,0," $2,703.27 "
THPCE320A,TONER HP  CE320A NEG CP1525/CM1415,PESPE,PIEZA,24/05/18,24/05/18,2," $1,602.92 "
THPCE321A,TONER HP CE321A CYAN CP1525/CM1415,HB  C,PIEZA,24/05/18,24/05/18,1," $1,524.92 "
THPCE322A,TONER HP  CE322A AMA  CP1525/CM1415,HB  C,PIEZA,24/05/18,26/05/18,1," $1,524.92 "
THPCE323A,TONER HP CE323A MAG  CP1525/CM1415,HB  C,PIEZA,24/05/18,26/05/18,1," $1,524.92 "
TIJ3M6,TIJERA 3M #6 MULTI-PROPOSITOS SCOTH,OGB C,PIEZA,18/09/15,04/11/15,0, $21.14 
TIJ3M7,"1427 TIJERA 3M MULTI-PROPOSITOS 7"" SCOTH",OGB C,PIEZA,18/09/15,29/09/15,0, $25.52 
TIJ8096,8096-8CN TIJERA DE MODISTA BARRILITO,OGB C,Pieza,12/05/17,15/05/18,0, $176.46 
TIJBA01.,TIJERAS BARRILITO142-5 M/PLAS ACERO INOX,OGB C,PIEZA,11/12/13,22/08/14,0, $23.18 
TIJBA03,TIJERA BARRILITO 146-5N ESCOLAR,OGB C,PIEZA,03/01/18,22/03/18,1, $24.27 
TIJBA03A,146-5NI ZURDA TIJERA BARRILITO ESCOLAR,OGB C,PIEZA,17/05/17,25/09/17,0, $24.27 
TIJBA04,TIJ- BARRI  PLAST P/ROMA  BA-100 No.5,OGB C,PIEZA,04/12/13,31/08/12,0, $10.37 
TIJBA05,TIJERA BARRILITO 142-6 M/PLASTICO,OGB C,PIEZA,30/06/14,26/08/14,0, $26.85 
TIJBA06,TIJERA BARRILITO 8642-6 ACERO FORJADO,OGB C,PIEZA,08/05/18,16/05/18,29, $108.79 
TIJBA07,TIJERA BARRILITO 8642-7 ACERO FORJADO,OGB C,PIEZA,04/12/17,02/04/18,1, $110.88 
TIJBA07.,TIJERA BARRILITO 142- 7 M/PLASTICO,OGB C,PIEZA,15/05/14,19/07/14,0, $30.43 
TIJBA08,TIJERA BARRILITO GREKA 1 ZIG ZAG CHICA,OGB C,PIEZA,01/12/14,28/11/14,0, $24.43 
TIJBA09,TIJERA BARRILITO #142- 8 M/PLASTICO,OGB C,PIEZA,31/01/14,05/01/15,0, $37.95 
TIJBA09.,TIJERA BARRILITO #8341- 8 METALICA,OGB C,PIEZA,31/10/16,25/05/17,0, $89.00 
TIJBA100,TIJERA BARRILITO BA 100-5 ESCOLAR,OGB C,PIEZA,,,0, $10.42 
TIJBA12,TIJ-BARRILITO 8098-12 ACERO INDUSTRIAL,OGB C,PIEZA,,18/05/17,7, $277.20 
TIJBA13,TIJERA BARRILITO 8642-8 ACERO FORJADO,OGB C,PIEZA,22/01/18,21/02/18,2, $151.78 
TIJBAB60E,TIJERA BARRILITO ESCOLAR B60 MANG/PLAST,OGB C,PIEZA,28/05/18,28/05/18,15, $14.78 
TIJBAC2,T-14 TIJERA BACO DIDACTICA,OGB C,PIEZA,,19/04/18,22, $12.75 
TIJBAMA1,"TIJERAS ESCOLAR MAE 5"" RT-5R",OGB C,PIEZA,21/08/17,17/05/18,0, $8.32 
TIJBAT06,TIJERA BARRILITO T6 M/PLAST. COSTURA-OFI,OGB C,PIEZA,30/04/18,07/06/18,138, $36.59 
TIJBAT1,TIJERA BACO T-16 HOGAR OFICI,OGB C,PIEZA,24/02/16,23/03/18,2, $23.65 
TIJELEP0,"TIJERASELEPHANT INOX 8"" 01138",OGB C,PIEZA,17/02/15,15/12/15,0, $27.37 
TIJELEP1,TIJERA ELEPHANT 01137 7,OGB C,PIEZA,18/02/13,,0, $17.99 
TIJELEP2,TIJERA ELEPHANT 01117-7,OGB C,PIEZA,01/08/13,07/08/13,0, $17.99 
TIJEMA1,"TIJERAS OFICINA MAE MT 7""",OGB C,PIEZA,11/06/18,11/06/18,0, $28.95 
TIJEMA2,TIJERA BARRILITO INDUSTRIAL 8098-8 ACERO,OGB C,PIEZA,14/07/17,13/12/17,2, $206.36 
TIJEMA3,TIJERA ULTIMATE 21CM ASIMETRIC MAPED,OGB C,PIEZA,11/10/13,11/10/13,0, $59.02 
TIJEMA4,"TIJERA MAPED GREENLOGIC 6"" 17CM",OGB C,PIEZA,08/07/15,10/07/15,0, $16.20 
TIJES03,TIJERA DELTA ESC D-10 ACE-INOX,OGB C,PIEZA,17/04/18,24/05/18,21, $7.02 
TIJES05A,TIJERA ESCOLAR JOCAR ASHA50A,OGB C,Pieza,21/01/16,19/02/10,1, $5.05 
TIJET8,TIJERA BARRILITO T-8 No. 8,OGB C,PIEZA,27/11/14,,0, $39.00 
TIJMAE1,TIJERA MAE MT-6 M/PLAST,OGB C,PIEZA,11/06/18,13/06/18,174, $23.04 
TIJMAMT5,TIJERA MAE MT-5R ESCOLAR,OGB C,PIEZA,17/06/14,18/07/15,0, $5.48 
TIJOLF2,TIJERA BARRILITO 8642-5 ACERO FORJADO,OGB C,PIEZA,15/11/14,06/01/15,0, $70.35 
TIJPI1508,"TIJERA PILOT 1508 5 1/2"" SOF GRIP",OGB C,PIEZA,09/07/14,10/07/14,0, $20.24 
TIJPI1509,"TIJERA PILOT 1509 6 3/4"" SOF GRIP",OGB C,PIEZA,08/09/14,08/05/15,0, $22.43 
TIJPIL2,TIJERAS PILOT 1509 SOFT GRIP N.3/46,OGB C,PIEZA,19/01/15,08/08/17,0, $26.10 
TIJPIL3,TIJERA PILOT 10-6 METAL,OGB C,PIEZA,02/03/15,27/03/17,0, $39.05 
TIJSCOT6,"TIJERA SCOTCH  6"" MULTIPROP",OGB C,PIEZA,06/02/15,08/04/15,0, $24.64 
TIJTCO5,TIJERA BARRILITO COS/OF TCO-5  (TX5),OGB C,Pieza,23/05/18,23/05/18,31, $36.22 
TIJTCO6,TIJERA TCO-6 BARRILITO,OGB C,PIEZA,25/07/17,22/09/17,13, $35.73 
TIJTCO7,TIJERA BARRILITO COS TCO-7,OGB C,PIEZA,10/07/17,01/06/18,2, $40.66 
TIJTCO8,TIJERA BARRILITO TCO-8/ T-8 COS/OF,OGB C,PIEZA,03/08/17,22/05/18,16, $50.76 
TIMBA1099,C1099 TIMBRE DE MESA BARRILITO,U   F,PIEZA,13/12/16,18/05/18,0, $-   
TINCHI1,TINTA CHINA PELIKAN  30ml FCO. 518,OGC C,PIEZA,22/09/15,19/02/10,1, $25.13 
TINR1170,"TINTA GEN NEG JP730 ,735 , JP30",,PIEZA,16/07/12,17/07/12,0, $138.60 
TINSHE01,TINTA SHEAFFER  SKRIP NEGRO,OGC C,PIEZA,23/03/12,19/02/10,2, $107.06 
TINSHE02,TINTA SHEAFFER SEPIA SKRIP,,PIEZA,11/04/12,12/04/12,0, $107.06 
TINTA00,TINTA SELLO STAFFORD 1000 ml AZUL,OGC C,PIEZA,31/05/18,04/06/18,5, $207.47 
TINTA00A,DescontinuadorNTA SELLO COPIDUX 1LT AZUL,OGC C,PIEZA,17/05/14,24/04/15,0, $155.23 
TINTA00R,"TINTA SELLO CPOPIDUX 1LT, ROJA",OGC C,Frasco,19/09/15,23/09/15,0, $155.23 
TINTA00S,TINTA SELLO STAFFORD 1000 ml NEGRO,OGC C,Pieza,20/01/15,21/01/15,0, $160.16 
TINTA01,TINTA PROTECTORA CHEQ  STTAFFORD 12 CC,OHD C,PIEZA,22/10/13,24/12/14,0, $4.20 
TINTA02,TINTA PROTEC/CHEQUE AZOR NG,,PIEZA,29/03/12,01/11/14,0, $11.70 
"TINTA02,",TINTA PROTEC/CHEQUESAZOR #633 AZ,OHD C,PIEZA,06/03/14,05/07/14,0, $13.80 
TINTA02.,TINTA PROTEC/CHEQUES STAFFORD ROJA,OHD C,PIEZA,07/04/17,17/02/18,9, $26.93 
TINTA02A,TINTA PROTEC CHEQUESSTAFFORD AZUL,OHD C,PIEZA,07/06/17,17/02/18,4, $27.10 
TINTA02S,"TINTA PROTEC CHEQUES STAFFORD, NEG",OHD C,PIEZA,04/11/16,21/03/18,5, $17.86 
TINTA03,TINTA MARC AZOR 355ML NG DRY LINE,OGC C,PIEZA,21/02/18,27/04/18,1, $381.92 
TINTA05,TINTA 587 AZ SELLO AZOR ROLAPLICA,OGC C,PIEZA,09/04/18,12/06/18,34, $26.49 
TINTA06,TINTA 587 NG SELLO AZOR ROLAPLICA,OGC C,PIEZA,05/06/18,09/06/18,71, $26.49 
TINTA07,TINTA 587 VIOLETA SELLO AZOR ROLAPLICA,OGC C,PIEZA,28/02/18,30/05/18,2, $26.49 
TINTA08,TINTA 587 RJ SELLO AZOR ROLAPLICA,OGC C,PIEZA,10/03/18,09/06/18,11, $26.49 
TINTA09,TINTA 587 VD SELLO AZOR ROLAPLICA,OGC C,PIEZA,28/05/18,08/06/18,9, $26.49 
TINTA10,TINTA SELLO PELIKAN NEG GIRAPLICA,OGC C,PIEZA,19/12/14,20/02/18,0, $14.86 
TINTA11,TINTA SELLO PELIKAN AZUL GIRAPLICA,OGC C,PIEZA,14/05/15,03/03/16,0, $17.22 
TINTA12,TINTA SELLO STAFFORD CANICA 60 NEG,OGC C,PIEZA,18/01/18,19/01/18,5, $19.84 
TINTA13,TINTA SELLO STAFFORD CANICA 60 AZUL,OGC C,PIEZA,28/05/18,15/02/18,20, $19.84 
TINTA14,TINTA SELLO STAFFORD CANICA 60 RJ,OGC C,PIEZA,01/02/18,23/05/18,19, $19.84 
TINTA7011,TINTA TRAXX 7011 ROJA,OGC C,Pieza,10/02/16,16/02/16,0, $68.60 
TINTA7011A,TINTA TRAXX 7011 AZUL,OGC C,PIEZA,13/06/17,13/06/17,0, $77.00 
TINTAM1,TINTA MAXUM PLUS COLOR NEGRO 60ML,OGC C,PIEZA,10/04/15,18/03/16,0, $70.56 
TINTAM2,TINTA MAXUM PLUS COLOR AZUL 60 ML,OG  C,PIEZA,19/06/17,11/01/18,1, $94.75 
TINTAM3,TINTA MAXUM PLUS COLOR ROJO 60 ML,OGC C,PIEZA,08/05/17,,1, $94.75 
TINTAS1,TINTA P/SELLO TRODAT  ROJA,OGC C,PIEZA,18/05/18,21/05/18,14, $74.06 
"TINTAS1,",TINTA P/SELLO TRODAT AZUL,OGC C,PIEZA,18/05/18,21/05/18,31, $67.27 
TINTAS1.,TINTA P/SELLO TRODAT NEGRO 28ML,OGC C,PIEZA,18/05/18,21/05/18,26, $67.27 
TINTAS1;,TINTA P/SELLO TRODAT VERDE,OGC C,PIEZA,08/03/17,,5, $64.06 
TINTAS2,TINTA PROCOLOR HQ60ML 2.OZ GOTERO AZUL,OGC C,PIEZA,23/06/16,04/01/18,0, $80.44 
TINTAS2.,TINTA PROCOLOR HQ60ML 2.OZ GOTERO ROJO,OGC C,PIEZA,04/04/16,11/01/18,0, $82.37 
TINTAS2A,TINTA PROCOLOR HQ60ML 2.OZ GOTERO NEGRO,OGC C,PIEZA,,13/11/17,0, $93.66 
TINTAS2G,TINTA PROCOLOR HQ60ML 2.OZ GOTERO VERDE,OGC C,PIEZA,,,4, $-   
TINTAS2V,TINTA PROCOLOR HQ60ML 2.OZ GOTERO VIOLET,OGC C,PIEZA,,,4, $-   
TINTAS801,TINTA P/SELLOS 801 COLOP 25ml AZ,OGC C,PIEZA,26/02/16,27/02/16,0, $68.60 
TINTDUP569,TINTA RISSO DUP RA 4200-4900-5900 RC ORG,U   F,Pieza,02/09/14,04/09/14,0, $541.80 
TINTPILR1,TINTA PILOT PERM SC-RF 30ML NEGRO,OGC C,PIEZA,03/04/17,20/04/17,0, $40.04 
TINTPILR2,TINTA PILOT PERM CART SCAS NEGRO,HA  C,PIEZA,13/08/15,,0, $13.31 
TINTS-4254,TINTA RISO TZ-220/390/590 NEGRA S-4254,HB  C,PIEZA,12/02/18,13/02/18,0, $970.37 
TITERES,TITERES ANIMALES o CUENTOS,U   F,PIEZA,29/07/13,,0, $57.93 
TNHP6472,TONER HP LASER AMARILLO Q6472A,HB  C,PIEZA,09/04/15,11/04/15,0," $2,483.66 "
TNTS1,TNTS MILIMETRICOS CH,FA  C,PIEZA,04/05/15,,0, $0.87 
TOALI01,TOALLA LIMPIADORA EQUIPOS P/NOTEBOOK 20p,GJ  G,PAQUETE,16/04/18,15/05/18,3, $36.58 
TOALI02,TOALLAS HUMEDASVORAGO C/20PZ,GJ  G,PIEZA,26/06/12,27/06/12,0, $30.17 
TOCAN03,TONER CANON NG E-20 PC300/325,HB  C,PIEZA,15/03/12,15/03/12,0," $1,545.26 "
TOCAN03A,TONER CANON E-20 COMPATIBLE,HC  G,PIEZA,08/08/12,09/08/12,0, $560.00 
TOCAN04,TONER CANON 106 MF6530 MF6550,HB  C,PIEZA,17/09/15,19/02/10,1," $2,637.68 "
TOCAN04C,TON CANON 106 MF6530/6550 GENERICO INTK,HC  G,PIEZA,11/03/17,22/05/18,1, $730.00 
TOCAN06,TONER GPR-10 IR1300 1310 1370,HB  C,PIEZA,,19/02/10,1, $415.32 
TOCAN08,TONER CANON GPR-22 P/IR1023N/1023IF,HB  C,PIEZA,21/10/15,27/10/15,0, $884.24 
TOCAN11,"TON-CANON 7130 6012,6412 ORIG NPG 11",HB  C,CAJA,03/03/16,09/03/16,0, $603.68 
TOCAN11.,TON.CANON 7130 6012 6412 GEN NPG11,HC  G,PIEZA,02/12/14,10/12/14,0, $480.58 
TOCAN125,TONER CANON 125,HB  C,PIEZA,06/07/12,06/07/12,0," $1,132.82 "
TOCAN125C,TONER CANON 125 INTK,HC  G,PIEZA,06/06/16,08/06/16,0, $549.00 
TOCAN128,TON CANON 128 IMAGECLASS P/MF4450,HB  C,PIEZA,14/03/18,16/03/18,0," $1,747.63 "
TOCAN128A,TONER CANON 128 GENERICO INTK,HC  G,PIEZA,11/05/17,18/05/17,0, $640.00 
TOCAN13,TON CANON S-35 D340/D320,HB  C,PIEZA,18/02/16,19/02/16,0," $2,212.39 "
TOCAN14,TONER CANON E-40 PC400 NG,HB  C,PIEZA,02/10/17,03/10/17,0," $2,618.67 "
TOCAN23G,TONER CANON -GENERICO P/1023N,HC  G,PIEZA,02/10/14,,0, $645.00 
TOCAN25,TONER CANON R2520/2525 GPR-35,HB  C,PIEZA,16/01/18,18/01/18,0," $1,817.20 "
TOCAN25C,TONER CANON GPR-35 INTKY,HC  G,PIEZA,28/10/15,29/10/15,0, $700.00 
TOCAN26,TONER EP-26 CANON,HB  C,PIEZA,10/01/15,12/01/15,0," $1,184.75 "
TOCAN30,TON-CANON 4050 GEN NPG4,HB  C,PIEZA,23/02/15,20/10/10,0, $469.00 
TOCAN51,TONER CIAN KATUN RICOH MC2051,HC  G,PIEZA,02/11/15,04/11/15,0, $790.00 
TOCAN51A,TONER KATUN MAGENTA MPC 2051,HC  G,PIEZA,02/11/15,04/11/15,0, $790.00 
TOCANE40C,TONER CANON E-40 GENERICO INTK,HC  G,PIEZA,28/05/15,08/04/16,0, $800.00 
TOHP30X,TONER HP ORIGINAL NEGRO CF230X,HB  C,PIEZA,25/05/17,27/09/17,0," $1,909.68 "
TOLDO1,TOLDO 10´X10´ EZ UP SIERRA A,U   F,PIEZA,27/06/12,27/06/12,0," $2,412.59 "
TOMBO1,TOMBOLA DE ACRILICO 60CMX20CM,U   F,PIEZA,27/11/15,27/11/15,0," $1,190.00 "
TON1147IK,TONER GENERICO TK-1147 INTK (1035/1135),HC  G,Pieza,19/10/17,13/02/18,0, $637.00 
TON221BKC,TONER BROTHER NEGRO INTK TBN221,HC  G,PIEZA,,19/02/10,1, $825.00 
TON421KG,TONER  KYOCERA TK-421 (KM2550),HB  C,PIEZA,13/11/14,16/12/14,0," $1,188.60 "
TONAS630,TONER ASTA GENERICO BR TN630,HC  G,PIEZA,12/07/17,19/07/17,0, $409.00 
TONASBR02,TONER ASTA GENERICO BR TN660,HC  G,PIEZA,04/07/17,31/07/17,0, $447.00 
TONASBR03,TONER ASTA GENERICO BR TN410,HC  G,PIEZA,11/09/17,05/01/18,0, $409.90 
TONASBR04,TONER ASTA GENERICO BR TN1060,HC  G,PIEZA,11/09/17,27/10/17,0, $370.09 
TONASHP01,TONER ASTA GENERICO CE285A,HC  G,PIEZA,27/06/17,11/07/17,0, $335.00 
TONASSA01,TONER ASTA GENERICO MLTD101,HC  G,PIEZA,27/06/17,,3, $520.00 
TONASSA02,TONER ASTA GENERICO MLTD111L,HC  G,PIEZA,27/06/17,14/09/17,0, $565.00 
TONASSA03,TONER ASTA GENERICO MLTD116S,HC  G,PIEZA,,,2, $-   
TONASXE01,TONER ASTA GENERICO 3315/3320/3325,HC  G,PIEZA,16/06/17,19/06/17,0, $634.48 
TONASXE02,TONER ASTA GENERICO XE PE220,HC  G,PIEZA,,,0, $150.00 
TONB1060,TONER BROTHER TN1060 P/DCP 1512 NEGRO,HB  C,PIEZA,04/06/18,05/06/18,2, $895.82 
TONB1060C,TONER BROTHER TN 1060C INK,HC  G,PIEZA,25/07/16,15/03/17,0, $525.00 
TONB31,DR-331CL TAMBOR BROTHER  P/MFC8850,HI  C,PIEZA,07/04/18,10/04/18,0," $2,741.26 "
TONB310,TONER BROTHER TN-310 BK,HB  C,PIEZA,05/09/17,28/11/17,0," $1,680.29 "
TONB310C,TONER BROTHER TN-310C CIAN,HB  C,PIEZA,02/05/18,28/11/17,1," $1,662.65 "
TONB310D,DR310CL TAMBOR BROTHER PARA HL-4570/9970,HI  C,PIEZA,13/04/16,19/05/16,0," $3,131.80 "
TONB310M,TONER BROTHER TN-310M MAGENTA,HB  C,PIEZA,26/06/17,13/09/17,0," $1,689.31 "
TONB310Y,TONER BROTHER TN-310Y AMARILLO,HB  C,PIEZA,24/10/17,28/11/17,0," $1,693.44 "
TONB315B,TONER BROTHER TN-315 BK A/R,HB  C,PIEZA,29/09/15,05/10/15,0," $1,947.83 "
TONB315C,TONER BROTHER TN315 INTK NG,HC  G,PIEZA,13/06/14,13/06/14,0," $1,110.00 "
TONB336B,TONER BROTHER NEGRO TN-336BK,HB  C,Pieza,04/12/17,05/01/18,0," $1,949.61 "
TONB336C,TONER BROTHER CIAN TN-336C,HB  C,Pieza,28/11/17,05/01/18,0," $1,983.65 "
TONB336M,TONER BROTHER MAGENTA TN-336M,HB  C,Pieza,28/11/17,05/01/18,0," $1,979.61 "
TONB336Y,TONER BROTHER AMARILLO TN-336Y,HB  C,Pieza,28/11/17,09/01/18,0," $1,979.47 "
TONB350,TAMBOR BROTHER DR350 P/7420/2820,HI  C,PIEZA,03/12/14,08/07/15,0," $1,415.74 "
TONB350C,TAMBOR DR-35O GENERICO INTK,HC  G,PIEZA,16/07/13,,0, $809.00 
TONB420,TONER BROTHER TN-420 P/MFC-7360,HB  C,PIEZA,02/05/18,03/05/18,1," $1,110.77 "
TONB420C,TONER GENERICO INTK TN420,HC  G,PIEZA,13/06/13,17/12/12,0, $672.00 
TONB420D,DR-420 TAMBOR BROTHER,HI  C,PIEZA,12/06/18,12/06/18,0," $1,693.44 "
TONB433C,TONER BROTHER TN-433 CYAN P/MFCL8900,HB  C,Pieza,07/04/18,10/04/18,0," $2,558.44 "
TONB433M,TONER BROTHER TN-433 MAGENTA P/ MFCL8900,HB  C,Pieza,07/04/18,10/04/18,0," $2,558.44 "
TONB433Y,TONER BROTHER TN-433 AMARILLO P/MFCL8900,HB  C,Pieza,07/04/18,10/04/18,0," $2,558.44 "
TONB450,TONER BROTHER TN-450,HB  C,PIEZA,16/05/18,17/05/18,0," $1,949.60 "
TONB450C,TONER GENERICO TN-450 INTK,HC  G,PIEZA,01/10/15,17/04/15,0, $610.00 
TONB620,TAMBOR BROTHER DR-620,HI  C,PIEZA,06/06/18,06/06/18,1," $4,674.85 "
TONB620A,DR620C DRUM  BROTHER COMPATIBLE INTK,HC  G,PIEZA,10/06/14,,0, $825.00 
TONB630,TAMBOR BROTHER DR-630,HI  C,PIEZA,25/05/18,29/05/18,0," $1,129.70 "
TONB780,TONER BROTHER TN780 HL6180,HB  C,PIEZA,25/05/15,08/06/15,0," $2,445.66 "
TONB850,TONER BROTHER TN-850  HLL5100DN,HB  C,Pieza,04/04/18,05/04/18,0," $2,260.96 "
TONBDR520,TAMBOR BROTHER DR-520,HI  C,PIEZA,08/06/15,19/02/10,1," $2,941.19 "
TONBDR720,DR-720 TAMBOR BROTHER,HB  C,PIEZA,30/04/18,03/05/18,1," $3,655.13 "
TONBNT620,TONER BROTHER TN-620 B/R P/8480,HB  C,PIEZA,28/05/18,30/05/18,0," $1,944.88 "
TONBNT650,TONER BROTHER TN-650 A/R P/8480,HB  C,PIEZA,24/04/18,11/01/18,0," $3,243.04 "
TONBNT650A,TONER COMPAT KERPEN TN-650,KRPN,PIEZA,10/01/18,13/01/18,1, $778.88 
TONBNT720,TONER BROTHER TN720 MFC8950,HB  C,PIEZA,30/08/17,06/09/17,0," $1,520.36 "
TONBNT750,TONER BROTHER TN-750 MFC8950DW,HB  C,PIEZA,12/06/18,12/06/18,0," $2,800.84 "
TONBNT8,TONER BROTHER TN-560,HB  C,PIEZA,22/03/10,23/03/10,0," $1,714.45 "
TONBNT9,TONER TN-540 BROTHER,HB  C,PIEZA,25/05/16,23/05/16,0," $1,778.28 "
